,Week,Name,Position,Year,Game,Fantasy Points,PassingYards,PassingTDs,Ints,Rush Attempts,Rush Yards,Fumbles,RushTDs,Receptions,Receiving Yards,Receiving TDs
0,1,Davante Adams,WR,2020,GB@MIN,41.00,0,0,0,0,0,0,0,14,156,2
1,1,Calvin Ridley,WR,2020,SEA@ATL,34.00,0,0,0,1,-1,0,0,9,130,2
2,1,Adam Thielen,WR,2020,GB@MIN,31.00,0,0,0,0,0,0,0,6,110,2
3,1,DeAndre Hopkins,WR,2020,ARI@SF,29.00,0,0,0,0,0,0,0,14,151,0
4,1,Darius Slayton,WR,2020,PIT@NYG,28.00,0,0,0,0,0,0,0,6,102,2
5,1,Robbie Chosen,WR,2020,LV@CAR,25.00,0,0,0,0,0,0,0,6,114,1
6,1,Jamison Crowder,WR,2020,NYJ@BUF,24.00,0,0,0,0,0,0,0,7,115,1
7,1,Julio Jones,WR,2020,SEA@ATL,24.00,0,0,0,0,0,0,0,9,157,0
8,1,JuJu Smith-Schuster,WR,2020,PIT@NYG,24.00,0,0,0,0,0,0,0,6,69,2
9,1,Sammy Watkins,WR,2020,HOU@KC,21.00,0,0,0,1,3,0,0,7,82,1
10,1,Russell Gage,WR,2020,SEA@ATL,20.00,0,0,0,0,0,0,0,9,114,0
11,1,John Brown,WR,2020,NYJ@BUF,19.00,0,0,0,0,0,0,0,6,70,1
12,1,Will Fuller,WR,2020,HOU@KC,19.00,0,0,0,0,0,0,0,8,112,0
13,1,D.K. Metcalf,WR,2020,SEA@ATL,19.00,0,0,0,0,0,0,0,4,95,1
14,1,Marquez Valdes-Scantling,WR,2020,GB@MIN,19.00,0,0,0,0,0,0,0,4,96,1
15,1,Amari Cooper,WR,2020,DAL@LA,18.00,0,0,0,0,0,0,0,10,81,0
16,1,Corey Davis,WR,2020,TEN@DEN,17.00,0,0,0,0,0,0,0,7,101,0
17,1,Allen Lazard,WR,2020,GB@MIN,17.00,0,0,0,1,19,0,0,4,63,1
18,1,Tyler Lockett,WR,2020,SEA@ATL,17.00,0,0,0,0,0,0,0,8,92,0
