Id,Name,Position,Year,School,RASScore,AllTimeScore
6874,Diata Burns,CB,2023,Alabama A&M,0.26,0.26
6875,Ryan Saddler,LB,2023,Bryant,7.32,7.32
6876,Willie Hampton,LB,2023,Buffalo,0.28,0.28
6877,Damian Jackson,LB,2023,Buffalo,5.38,5.38
6878,Robert Mangas,TE,2023,Buffalo,3,3
6879,James Patterson,LB,2023,Buffalo,0.83,0.83
6880,Dylan Powell,FS,2023,Buffalo,3.7,3.7
6881,Jovany Ruiz-Navarro,WR,2023,Buffalo,5.76,5.76
6882,Will Swope,OT,2023,Buffalo,0.19,0.19
6883,Adam Sieler,OG,2023,Ferris State,3.81,3.81
6884,Sean Johnson,OG,2023,Colorado State Pueblo,1.43,1.43
6885,Jean Marcellus,OT,2023,Adams State,0.19,0.19
6886,Hunter Raquet,QB,2023,Colorado State Pueblo,3.84,3.84
6887,Siaosi Finau,LB,2023,Colorado Mesa,0.19,0.19
6888,Stanley Norman,FS,2023,Colorado Mesa,0.02,0.02
6889,Dagan Rienks,TE,2023,Colorado Mesa,1.1,1.1
6890,Osvaldo Torres,OT,2023,Colorado Mesa,0.87,0.87
6891,Jacob Whitmer,WR,2023,Colorado Mesa,1.07,1.07
6892,Tim Mullin,SS,2023,Western Colorado,3.89,3.89
6893,Alejandro Andrade,SS,2023,Concordia MN,1.55,1.55
6894,Preston Piltoff,CB,2023,Concordia MN,1.32,1.32
6895,Eric Grant,WR,2023,Minnesota State,0.82,0.82
6896,Nyles Williams,WR,2023,Minnesota State,6.75,6.75
6897,Onte Burns,LB,2023,Southwest Minnesota State,4.96,4.96
6898,Alan Giron,SS,2023,Southwest Minnesota State,0.68,0.68
6899,Brian Corbins,CB,2023,Winona State,4.18,4.18
6900,Carter Duxbury,LB,2023,Winona State,5.5,5.5
6901,Dominik London,RB,2023,Winona State,3.39,3.39
6902,Darryl Williams,WR,2023,Winona State,2.71,2.71
6903,Jason Young,WR,2023,Winona State,5.13,5.13
6904,Jahlil Brown,CB,2023,Central Connecticut,0.15,0.15
6905,Nasir Smith,RB,2023,Central Connecticut,0.25,0.25
6906,Chizi Umunakwe,LB,2023,Central Connecticut,6.04,6.04
6907,Lamar Evans,CB,2023,Sacred Heart,1.02,1.02
6908,Robert King,CB,2023,Sacred Heart,2.83,2.83
6909,Kevin Peprah,DE,2023,Sacred Heart,4.93,4.93
6910,Joshua Stevens,OT,2023,Georgetown,1.17,1.17
6911,John Maldonado,WR,2023,Rown,1.22,1.22
6912,Jett Hendrix,FS,2023,Eastern Kentucky,1.14,1.14
6913,Matthew Jackson,LB,2023,Eastern Kentucky,8.09,8.09
6914,Cornelius McCoy,WR,2023,Eastern Kentucky,0.23,0.23
6915,T.K. McClendon,DE,2023,Eastern Kentucky,4.12,4.12
6916,Joseph Sewell,TE,2023,Eastern Kentucky,0.93,0.93
6917,Howard Watkins,OC,2023,Eastern Kentucky,0.26,0.26
6918,Noah Curtis,DE,2023,Keiser,1.11,1.11
6919,Kylan Wiggins,QB,2023,Southeast Florida,3.23,3.23
6920,Heath Stephen,LB,2023,Southeastern Louisiana,1.17,1.17
6921,William Lay,OG,2023,Georgia Tech,0.1,0.1
6922,Kevin Dominique,RB,2023,Northwest Missouri State,1.35,1.35
6923,Josias Roman,OT,2023,Curry,0.05,0.05
6924,Malik Hausman,SS,2023,Hawaii,2.14,2.14
6925,Peter Oliver,RB,2023,Holy Cross,6.41,6.41
6926,John Smith,CB,2023,Holy Cross,5.07,5.07
6927,Cedie Dashiel,DE,2023,Bentley,1.71,1.71
6928,James Nyamwaya,DT,2023,Merrimack,7.19,7.19
6929,Amaud Willis-Dalton,FS,2023,Houston,9.42,9.42
6930,E.J. Burgess,RB,2023,Franklin Pierce,4.05,4.05
6931,Otis Lanier,WR,2023,Howard Payne,4.12,4.12
6932,Gleson Sprewell,FS,2023,Tennessee State,0.92,0.92
6933,Taylor Grimes,WR,2023,Incarnate Word,4.17,4.17
6934,Roger McCuller,RB,2023,Incarnate Word,5.52,5.52
6935,Cameron Preston,DT,2023,Incarnate Word,0.41,0.41
6936,Micahh Smith,CB,2023,Incarnate Word,8.17,8.17
6937,Ce'Cori Tolds,CB,2023,Incarnate Word,3.35,3.35
6938,Chris Whittaker,DE,2023,Incarnate Word,3.75,3.75
6939,Devan Barrett,CB,2023,Incarnate Word,1.75,1.75
6940,Chance Main,DE,2023,Colorado,8.28,8.28
6941,Oliver Charles-Pierre,DT,2023,Incarnate Word,1.14,1.14
6942,Abdiel Richards,FS,2023,Incarnate Word,0.36,0.36
6943,Blaine Hoover,DE,2023,Tarleton,1.3,1.3
6944,Robert Ferrell,WR,2023,Washington State,3.38,3.38
6945,Juwann Burgess,FS,2023,Towson,0.4,0.4
6946,Tramar Reece,DE,2023,Towson,1.81,1.81
6947,Duke Gray,OT,2023,Jackson State,0.53,0.53
6948,Santee Marshall,RB,2023,Jackson State,1.07,1.07
6949,Meko Blount,CB,2023,Alcorn State,1.06,1.06
6950,C.j. Boler,WR,2023,Alcorn State,0.59,0.59
6951,Claudin Cherelus,LB,2023,Alcorn State,5.82,5.82
6952,Immanuel Jones,WR,2023,Alcorn State,0.1,0.1
6953,KJ Kinsler,SS,2023,Alcorn State,0.67,0.67
6954,Tyree McCollum,SS,2023,Alcorn State,0.85,0.85
6955,Mikail Webb,LB,2023,Alcorn State,0.03,0.03
6956,Tyler Kennedy,WR,2023,Delta State,2.5,2.5
6957,Nic Melsop,OT,2023,Delta State,5.37,5.37
6958,Dohnte Meyers,WR,2023,Delta State,7.33,7.33
6959,Jaylan Wilson,CB,2023,Delta State,0.07,0.07
6960,Jason Mercier,DE,2023,Jackson State,2.14,2.14
6961,Delano Salgado,CB,2023,Jackson State,0.3,0.3
6962,Nic Hayes,WR,2023,Millsaps,0.17,0.17
6963,Jalean Brown,LB,2023,Mississippi College,0.74,0.74
6964,Cody Myers,LS,2023,Mississippi College,5.99,5.99
6965,Calvin Sims,CB,2023,Mississippi College,0.71,0.71
6966,Jalani Eason,QB,2023,Mississippi Valley State,4.21,4.21
6967,Donald Johnson,WR,2023,Mississippi Valley State,1.13,1.13
6968,Jalen Jones,OT,2023,Mississippi Valley State,0.81,0.81
6969,Kenneth Martin,SS,2023,Mississippi Valley State,0.28,0.28
6970,James Hawkins,CB,2023,Albany State,0.16,0.16
6971,Marlon Jackson,LB,2023,Savannah State,0.53,0.53
6972,Kolby Reynolds,SS,2023,Shorter,0.05,0.05
6973,Julian Wallace,LB,2023,Kent State,7.65,7.65
6974,Michael Gerace,OC,2023,Maine,4.65,4.65
6975,Jacob Hennie,WR,2023,Maine,0.99,0.99
6976,Brian Lee,LB,2023,Maine,1.12,1.12
6977,Xavier Mitchell,DE,2023,Maine,0.4,0.4
6978,Adrian Otero,LB,2023,Maine,0.58,0.58
6979,Tyler Royal,OG,2023,Maine,0.7,0.7
6980,Zavier Scott,WR,2023,Maine,9.16,9.16
6981,Benito Speight,CB,2023,Maine,4.57,4.57
6982,Keedrick Cunningham,WR,2023,West Virginia State,2.55,2.55
6983,Zay Cullens,LB,2023,Memphis,6.44,6.44
6984,Wardalis Ducksworth,DE,2023,Memphis,4.08,4.08
6985,John Hassell,TE,2023,Memphis,0.09,0.09
6986,Austin Myers,OG,2023,Memphis,0.63,0.63
6987,Syonta Oliver,CB,2023,Memphis,6.56,6.56
6988,Rodney Owens,FS,2023,Memphis,0.99,0.99
6989,Gabe Rogers,WR,2023,Memphis,2.93,2.93
6990,Ryan Glover,QB,2023,Memphis,6.06,6.06
6991,Caleb Johnson,LB,2023,Miami,7.18,7.18
6992,Antonio Moultrie,DT,2023,Miami,5.25,5.25
6993,Devon Perry,RB,2023,Miami,2.64,2.64
6994,Josh Hayes,FS,2023,Kansas State,4.83,4.83
6995,Keshaun King,SS,2023,Eastern Washington,2.53,2.53
6996,Davion Stockard,LB,2023,Central Methodist,0,0
6997,Blake Rogenhofer,OG,2023,Lindenwood,5.14,5.14
6998,Richard Jordan,LB,2023,Missouri Southern,6.34,6.34
6999,Kyriq McDonald,SS,2023,Missouri State,3.08,3.08
7000,Tyrone Scott,WR,2023,Missouri State,5.37,5.37
7001,Jason Shelley,QB,2023,Missouri State,7.26,7.26
7002,Shyron Rodgers,OG,2023,Southeast Missouri,0.28,0.28
7003,Cooper Callis,QB,2023,Southwest Baptist,6.42,6.42
7004,Arnold Crayten,DE,2023,Missouri Western,6.03,6.03
7005,Kobe Cummings,SS,2023,Missouri Western,3.76,3.76
7006,D.J. Stirgus,CB,2023,Missouri Western,7.07,7.07
7007,Trevor Havlovic,DE,2023,Midland Lutheran,3.32,3.32
7008,Chase Lipsys,DE,2023,Midland Lutheran,1.74,1.74
7009,Sione Taufalele,LB,2023,Nebraska-Kearney,4.44,4.44
7010,Deiontay Dozier,CB,2023,Peru State,2.55,2.55
7011,Craig Jones,CB,2023,Peru State,2.84,2.84
7012,Armunz Mathews,CB,2023,Peru State,0.66,0.66
7013,Clayton Thrasher,LB,2023,Peru State,0.4,0.4
7014,Raymond Vohasek,DT,2023,North Carolina,5.38,5.38
7015,Shaquan Oliver,RB,2023,Kentucky State,0.28,0.28
7016,Thomas Dillon,SS,2023,Missouri State,6.73,6.73
7017,Jordan Cole,LB,2023,Southeast Missouri,5.81,5.81
7018,Henry Ogala,QB,2023,Western Illinois,4.56,4.56
7019,Sam Phillips,LB,2023,Northwest Missouri State,5.11,5.11
7020,Ethan Greenfield,RB,2023,North Central,0.83,0.83
7021,Tyler Hoosman,RB,2023,North Dakota,7.96,7.96
7022,Erin Collins,RB,2023,Western Illinois,2.62,2.62
7023,Nathan Karsjens,TE,2023,Western Illinois,1.17,1.17
7024,Dawson Weber,SS,2023,North Dakota State,4.83,4.83
7025,Michael Tutsie,CB,2023,North Dakota State,5.12,5.12
7026,Destin Talbert,CB,2023,North Dakota State,7.22,7.22
7027,Evan Lewandowski,QB,2023,Wisconsin-Whitewater,2.34,2.34
7028,Scott Bonham,LB,2023,Ottawa Arizona,0.03,0.03
7029,Elijah Boyd-Volakis,OG,2023,Ottawa Arizona,0.12,0.12
7030,Marcelous Chester,RB,2023,Ottawa Arizona,0.02,0.02
7031,Kris Ewens,RB,2023,Ottawa Arizona,2.8,2.8
7032,Seth Ham,DE,2023,Ottawa Arizona,4.56,4.56
7033,Devone Humphrey,WR,2023,Ottawa Arizona,0.11,0.11
7034,Don Jones,WR,2023,Ottawa Arizona,2.22,2.22
7035,David Sow,DT,2023,Ottawa Arizona,2.33,2.33
7036,Bernard Goodwater,RB,2023,Prairie View A&M,1.08,1.08
7037,Troy James,DT,2023,Prairie View A&M,0.14,0.14
7038,Jordan Johnson,OG,2023,Prairie View A&M,0.98,0.98
7039,Shahid Reese,LB,2023,Prairie View A&M,0.35,0.35
7040,Dante Carter,DT,2023,Prairie View A&M,0.69,0.69
7041,Isaiah Hunt,DT,2023,Prairie View A&M,4.02,4.02
7042,Tahj Law,TE,2023,Prairie View A&M,1.38,1.38
7043,Christian Brown,CB,2023,Howard,2.08,2.08
7044,Vernon Harrell,WR,2023,Houston Christian,5.23,5.23
7045,Coi Miller,FS,2023,Houston Christian,0.2,0.2
7046,Derrick Wilston,CB,2023,Houston Christian,3.09,3.09
7047,Tosin Oyekanmi,WR,2023,Liu,1.57,1.57
7048,Andrew Schroeder,TE,2023,Saginaw Valley State,2.72,2.72
7049,Nathan Talakai,DE,2023,Saginaw Valley State,0.05,0.05
7050,Casey Williams,WR,2023,Saginaw Valley State,3.9,3.9
7051,Malik Barrow,DT,2023,Davenport,4.07,4.07
7052,Elysee Mbem-Bosse,LB,2023,Davenport,7.8,7.8
7053,Nate Chambers,DT,2023,Hillsdale,1.14,1.14
7054,Taj Leslie,WR,2023,Northwood,5.4,5.4
7055,Nick Pagano,WR,2023,Olivet,2.65,2.65
7056,Isaiah Malcolme,RB,2023,Saginaw Valley State,5.5,5.5
7057,Charles Ellington,DT,2023,Wayne State,5.89,5.89
7058,Nick Poterack,TE,2023,Wayne State,6.47,6.47
7059,Moses Johnson,OT,2023,Sam Houston State,0.95,0.95
7060,Toby Ndukwe,DE,2023,Sam Houston State,7.44,7.44
7061,Trey Smith,FS,2023,Sam Houston State,3.59,3.59
7062,Wade Willet,OG,2023,Sam Houston State,3.32,3.32
7063,M.J. Link,WR,2023,Texas-Permian Basin,5.02,5.02
7064,Jeremie Karngbaye,TE,2023,West Texas A&M,6.1,6.1
7065,Michael Carner,WR,2023,San Diego,3.41,3.41
7066,Christian Erickson,QB,2023,San Diego,0.8,0.8
7067,Jimmy Ghilardi,OT,2023,San Diego,0.07,0.07
7068,Muhindo Kapapa,DT,2023,San Diego,1.43,1.43
7069,Lamar Housley,WR,2023,Lincoln CA,0.09,0.09
7070,Tyler Pritchett,OT,2023,Benedict,0,0
7071,O.J. Smith,SS,2023,Benedict,0.43,0.43
7072,Jayden Thomas,WR,2023,Benedict,0.22,0.22
7073,Anton Williams,DE,2023,Charleston Southern,1.06,1.06
7074,Chris Beverly,CB,2023,Citadel,0.65,0.65
7075,Marquise Blount,LB,2023,Citadel,3.06,3.06
7076,Destin Mack,CB,2023,Citadel,6.29,6.29
7077,Aulden Knight,CB,2023,Limestone,2.41,2.41
7078,Elijah Mack,FB,2023,Limestone,3.02,3.02
7079,Desmond Thomas,OT,2023,Limestone,0.06,0.06
7080,Koby Praylow,WR,2023,Methodist,0.21,0.21
7081,Deshun Kitchings,WR,2023,Newberry,0.57,0.57
7082,Marcus Morgan,SS,2023,Newberry,1.17,1.17
7083,Cigozie Onyekwere,CB,2023,Newberry,1.86,1.86
7084,Jalen Barr,SS,2023,South Carolina State,2.34,2.34
7085,Darrell Brown,DT,2023,South Carolina State,0.16,0.16
7086,Duane Nichols,SS,2023,South Carolina State,0.47,0.47
7087,Tyrece Nick,WR,2023,South Carolina State,0.05,0.05
7088,Chris Simmons,SS,2023,South Carolina State,0.33,0.33
7089,Christopher Simon,OT,2023,South Carolina State,0.51,0.51
7090,Shaheem Haltiwanger,DE,2023,Towson,0.13,0.13
7091,Ja'Lon Freeman,FS,2023,Southeastern Oklahoma State,4.38,4.38
7092,Dau'Quawn Montgomery,OC,2023,Southeastern Oklahoma State,0.03,0.03
7093,Ke'Shawn Somerville,CB,2023,Southeastern Oklahoma State,1.21,1.21
7094,James Walker,OT,2023,Southeastern Oklahoma State,0.7,0.7
7095,Kenny Thomason,OG,2023,McKendree,4.91,4.91
7096,Jake Bachman,WR,2023,McKendree,6.5,6.5
7097,Paul Garrett,RB,2023,Greenville,1.54,1.54
7098,Daylen Gill,LB,2023,Southern Mississippi,0.66,0.66
7099,Cam Harrell,CB,2023,Southern Mississippi,5.6,5.6
7100,Demarcus Jones,WR,2023,Southern Mississippi,0.55,0.55
7101,Tylan Knight,FS,2023,Southern Mississippi,0.81,0.81
7102,Santrell Latham,LB,2023,Southern Mississippi,2.5,2.5
7103,Malik Shorts,FS,2023,Southern Mississippi,0.44,0.44
7104,Mitch Price,SS,2023,Southern Utah,0.36,0.36
7105,Caleb Phillips,TE,2023,Hawaii,4.43,4.43
7106,Larron Cox,DT,2023,West Florida,0.09,0.09
7107,Cameron Lucas,OT,2023,Stony Brook,0.87,0.87
7108,John Corpac,WR,2023,Stony Brook,0.43,0.43
7109,Elias Reynolds,LB,2023,Stony Brook,0.62,0.62
7110,Ontario Douglas,RB,2023,Tarleton,2.83,2.83
7111,Zechariah Hopkins,LB,2023,Tarleton,1.18,1.18
7112,Austin Whitehead,OC,2023,Tarleton,5.1,5.1
7113,Shawn McFarland,TE,2023,Tarleton,1.98,1.98
7114,Michael Irons,CB,2023,Samford,1.82,1.82
7115,Jerome Kapp,WR,2023,Kutztown,7.43,7.43
7116,Tyler Gore,CB,2023,Tennessee-Martin,0.87,0.87
7117,Matthan Hatchie,OG,2023,Tennessee-Martin,0.72,0.72
7118,Robert Hicks,LB,2023,Tennessee-Martin,0.47,0.47
7119,Shaun Lewis,CB,2023,Tennessee-Martin,0.56,0.56
7120,Deven Sims,SS,2023,Tennessee-Martin,4.58,4.58
7121,Dresser Winn,QB,2023,Tennessee-Martin,5.32,5.32
7122,Darel Middleton,DE,2023,Bethel-TN,0.69,0.69
7123,Bradley Jones,SS,2023,Tennessee-Martin,0.77,0.77
7124,T.J. Neal,LB,2023,Tennessee-Martin,0.71,0.71
7125,Demontario Anderson,LB,2023,Texas Southern,3.8,3.8
7126,Kevin Harris,RB,2023,Texas Southern,0.36,0.36
7127,Cedrick Williams,CB,2023,Texas Southern,0.59,0.59
7128,Jamal Hines,DE,2023,Toledo,3.45,3.45
7129,Desjuan Johnson,DT,2023,Toledo,6.6,6.6
7130,Dyontae Johnson,LB,2023,Toledo,4.29,4.29
7131,Jamal Turner,TE,2023,Toledo,2.62,2.62
7132,Robert Williamson,CB,2023,Baldwin Wallace,1.26,1.26
7133,T.J. Luther,WR,2023,Gardner-Webb,5.85,5.85
7134,K.J. Caldwell,CB,2023,Findlay,1.94,1.94
7135,Derrick Bradley,CB,2023,Mount Union,0.06,0.06
7136,Jaden Manley,WR,2023,Mount Union,0.16,0.16
7137,A.J. Crider,LB,2023,Ohio Dominican,2.1,2.1
7138,Jalin Garner,LB,2023,Ohio Dominican,0.85,0.85
7139,Elial Ehimare,DT,2023,UNLV,2.7,2.7
7140,Tavis Malakius,DT,2023,UNLV,0.43,0.43
7141,Daviyon McDaniel,OT,2023,UNLV,0.43,0.43
7142,Nick Williams,WR,2023,UNLV,5.1,5.1
7143,Dejon Stuckey,OG,2023,UNLV,0.76,0.76
7144,Josh Davis,RB,2023,Weber State,3.23,3.23
7145,Ty MacPherson,WR,2023,Weber State,5.28,5.28
7146,Justin Malone,TE,2023,Weber State,2.33,2.33
7147,De'Mareyae Givens,CB,2023,West Florida,0.04,0.04
7148,Isaiah Harris,WR,2023,West Florida,0.01,0.01
7149,Sharod Oliver,CB,2023,West Florida,0.18,0.18
7150,Quentin Peoples,DE,2023,West Florida,0.09,0.09
7151,Maverick Wolfley,TE,2023,West Florida,1.24,1.24
7152,Asante Griffin,CB,2023,West Florida,1.24,1.24
7153,Devin Thomas,LB,2023,West Florida,0.64,0.64
7154,Kyle Ellis,CB,2023,Yale,3.59,3.59
7155,Miles Oldacre,SS,2023,Yale,4.27,4.27
7156,Adam Raine,DT,2023,Yale,3.57,3.57
7157,Major Roman,TE,2023,Yale,9.19,9.19
7158,Artest Banks,LB,2023,Central Connecticut,0.31,0.31
7159,Dominick Fiscelli,WR,2023,Youngstown State,4.26,4.26
7160,Michael McCallister,OC,2023,Youngstown State,8.65,8.65
7161,Terrance Jones,DE,2023,Idaho State,1.62,1.62
7162,Duane Brown,WR,2023,Indiana Penn,4.01,4.01
7163,Kiefer Askew,CB,2023,John Carroll,2.15,2.15
7164,Tyrone Chambers,DT,2023,Kentucky State,0.27,0.27
7165,Nate Moore,LB,2023,Notre Dame (OH),2.48,2.48
7166,Caleb Burr,SS,2023,Youngstown State,1.92,1.92
7167,Daetrich Harrington,RB,2023,Appalachian State,2.69,2.69
7168,Henry Pearson,TE,2023,Appalachian State,4.51,4.51
7169,Jordan Pouncey,WR,2023,Florida,1.78,1.78
7170,Joshua Tomas,WR,2023,Georgetown,1.59,1.59
7171,Darius Williams,CB,2023,Texas A&M-Commerce,4.68,4.68
7172,P.J. Poutasi,OG,2023,Northern Arizona,0.67,0.67
7173,Stacy Chukwumezie,WR,2023,Northern Arizona,7.35,7.35
7174,Trey Morrison,CB,2023,Oklahoma,4.53,4.53
7175,Chris Murray,OG,2023,Oklahoma,2.86,2.86
7176,Daniel Parker Jr.,TE,2023,Oklahoma,0.05,0.05
7177,Bentavious Thompson,RB,2023,Oklahoma,0.33,0.33
7178,Sevyn Banks,CB,2023,Louisiana State,0,0
7179,Joe Foucha,SS,2023,Louisiana State,2.02,2.02
7180,Todd Harris,FS,2023,Louisiana State,1.13,1.13
7181,Mike Jones Jr.,LB,2023,Louisiana State,4.97,4.97
7182,Henry Chibueze,DT,2023,Maryland,1.44,1.44
7183,Tre'Monde Shorts,OG,2023,Louisiana State,5.57,5.57
7184,Sione Asi,DT,2023,Oklahoma State,1.62,1.62
7185,Lamont Bishop,LB,2023,Oklahoma State,4.48,4.48
7186,Brendon Evers,DE,2023,Oklahoma State,1.18,1.18
7187,C.J. Tate,WR,2023,Oklahoma State,4.46,4.46
7188,Dontae Bull,OT,2023,Fresno State,0,0
7189,L.J. Early,CB,2023,Fresno State,4.05,4.05
7190,Elijah Gates,CB,2023,Fresno State,0.7,0.7
7191,Zane Pope,WR,2023,Fresno State,6.02,6.02
7192,David Perales,DE,2023,Fresno State,3.44,3.44
7193,Rashawn Allen,RB,2023,Duke,2.68,2.68
7194,Josh McNeely,CB,2023,Campbell,5.76,5.76
7195,Chance Lyte,OT,2023,Duke,6.72,6.72
7196,Jared Wayne,WR,2023,Pittsburgh,9.25,9.25
7197,Zion DeBose,DE,2023,Kansas,1.4,1.4
7198,Lorenzo McCaskill,LB,2023,Kansas,3.82,3.82
7199,Eddie Wilson,DT,2023,Kansas,0.21,0.21
7200,Terrell Carter,WR,2023,Southeastern Louisiana,1.05,1.05
7201,Terry Hampton,DT,2023,Arkansas,4.82,4.82
7202,Drake Cheatum,SS,2023,Kansas State,0.92,0.92
7203,Kris Moll,LB,2023,Washington,6.23,6.23
7204,Bumper Pool,LB,2023,Arkansas,0,0
7205,Ike Irabor,RB,2023,Union College,8.18,8.18
7206,Jack Plumb,OT,2023,Iowa,5.63,5.63
7207,Seth Benson,LB,2023,Iowa,3.31,3.31
7208,Mike Roussos,WR,2023,Florida State,1.56,1.56
7209,Jarques McClellion,SS,2023,Florida State,1.83,1.83
7210,D'Mitri Emmanuel,OG,2023,Florida State,3.71,3.71
7211,Darren Wilson Jr.,WR,2023,Iowa State,8.31,8.31
7212,Solon Page III,LB,2023,Tennessee,0.78,0.78
7213,Cedrick Dort Jr.,CB,2023,Wisconsin,0.22,0.22
7214,Justin Clark,CB,2023,Wisconsin,1.18,1.18
7215,Tye Freeland,FS,2023,William & Mary,2.32,2.32
7216,Andre Harris,OG,2023,Duke,5.04,5.04
7217,Aaron Maddox,SS,2023,Campbell,8.57,8.57
7218,Dorian Jones,CB,2023,Campbell,0.49,0.49
7219,Josh Johnson,DE,2023,Campbell,4.49,4.49
7220,Austin Hite,WR,2023,Campbell,1.38,1.38
7221,Jackson Hayes,LS,2023,Campbell,7.42,7.42
7222,Bryant Barr,RB,2023,Campbell,1.11,1.11
7223,Dee Walker,LB,2023,Texas A&M-Commerce,0.79,0.79
7224,Justice Williams,DE,2023,Texas A&M-Commerce,0.43,0.43
7225,Eli Alford,DT,2023,Montana,1.66,1.66
7226,Adam Botkin,PK,2023,Montana,9.63,9.63
7227,Jayden Dawson,CB,2023,Montana,0.11,0.11
7228,Malik Flowers,WR,2023,Montana,4.93,4.93
7229,Marcus Welnel,LB,2023,Montana,4.4,4.4
7230,Tim Terry,LB,2023,Akron,0.86,0.86
7231,Zach Morton,DE,2023,Akron,9.31,9.31
7232,Curtis Harper,DT,2023,Akron,1.57,1.57
7233,Johnnie Lang,RB,2023,Arkansas State,2.07,2.07
7234,Te'Vailance Hunt,WR,2023,Arkansas State,7.58,7.58
7235,Ryan Henry,LB,2023,Old Dominion,4.99,4.99
7236,B.R. Hatcher,LS,2023,Old Dominion,9.12,9.12
7237,Tyre Bibby,DT,2023,Old Dominion,1.42,1.42
7238,Donta Anthony,TE,2023,Old Dominion,1,1
7239,Darryl Jones,WR,2023,North Carolina State,3.75,3.75
7240,Tyler Baker-Williams,CB,2023,North Carolina State,1.89,1.89
7241,Derek Pitts Jr.,CB,2023,North Carolina State,3.72,3.72
7242,Cyrus Fagan,SS,2023,North Carolina State,3.4,3.4
7243,Adrian Frye,CB,2023,Texas Tech,3.5,3.5
7244,Krishon Merriweather,LB,2023,Texas Tech,2.54,2.54
7245,Dimitri Moore,LB,2023,Texas Tech,4,4
7246,Chadarius Townsend,RB,2023,Texas Tech,7.89,7.89
7247,Marquis Waters,SS,2023,Texas Tech,7.14,7.14
7248,Weston Wright,OG,2023,Texas Tech,1.95,1.95
7249,KD Hill,DT,2023,Mississippi,6.3,6.3
7250,Troy Brown,LB,2023,Mississippi,7.45,7.45
7251,Rob Congel,OC,2023,Oklahoma,0,0
7252,Ekow Boye-Doe,CB,2023,Kansas State,7.36,7.36
7253,Jaelin Carter,WR,2023,Louisville,2.34,2.34
7254,T.J. Moore,OG,2023,Charlotte,0.38,0.38
7255,Eugene Minter Jr.,FB,2023,Charlotte,5.73,5.73
7256,Cameron Lyons,LS,2023,Charlotte,6.46,6.46
7257,Jon Jacobs,OG,2023,Charlotte,0.66,0.66
7258,Geo Howard,CB,2023,Charlotte,0.28,0.28
7259,Ashton Gist,OC,2023,Charlotte,0.62,0.62
7260,Calvin Camp,RB,2023,Charlotte,0.17,0.17
7261,Trey Blount,WR,2023,Charlotte,2.86,2.86
7262,Yusuf Ali,WR,2023,Middle Tennessee,1.47,1.47
7263,Hunter Kaufman,WR,2023,West Texas A&M,5.57,5.57
7264,James Letcher Jr.,WR,2023,Washburn,2.4,2.4
7265,Peter Afful,WR,2023,Washburn,5.64,5.64
7266,Kaleb Oliver,SS,2023,Western Kentucky,5.51,5.51
7267,C.J. Jones,RB,2023,Western Kentucky,4.68,4.68
7268,Juwuan Jones,DE,2023,Western Kentucky,1.79,1.79
7269,Will Ignont,LB,2023,Western Kentucky,1.32,1.32
7270,Malkik Hamm,DE,2023,Lafayette,2.55,2.55
7271,Lorenzo Hernandez,DT,2023,Western Kentucky,7.74,7.74
7272,Kahlef Hailassie,CB,2023,Western Kentucky,6.55,6.55
7273,Daewood Davis,WR,2023,Western Kentucky,6.26,6.26
7274,Dominique Bradshaw,CB,2023,Western Kentucky,0,0
7275,Mike Allen,DT,2023,Western Kentucky,8.08,8.08
7276,Wayne Taulapapa,RB,2023,Washington,7.32,7.32
7277,Jordan Perryman,CB,2023,Washington,8.44,8.44
7278,Jeremiah Martin,DE,2023,Washington,6.59,6.59
7279,Cam Bright,LB,2023,Washington,8.42,8.42
7280,Jack Wilson,OT,2023,Washington State,5.27,5.27
7281,Grant Stephens,OG,2023,Washington State,3.89,3.89
7282,Antonio Pule III,DT,2023,Washington State,0.28,0.28
7283,Amir Mujahid,DT,2023,Washington State,1.54,1.54
7284,Chris Mejia,DT,2023,Washington State,7.67,7.67
7285,Armani Marsh,CB,2023,Washington State,2.57,2.57
7286,Derrick Langford Jr.,CB,2023,Washington State,6.12,6.12
7287,Renard Ball,WR,2023,Washington State,3.07,3.07
7288,Josh Trueheart,TE,2023,Tennessee State,4.6,4.6
7289,Gunnar Henderson,WR,2023,Texas Christian,2.07,2.07
7290,George Ellis III,DT,2023,Texas Christian,2.25,2.25
7291,Terrell Cooper,DT,2023,Texas Christian,1.35,1.35
7292,Taye Barber,WR,2023,Texas Christian,3.7,3.7
7293,Sean Maginn,OG,2023,Wake Forest,7.88,7.88
7294,Je'Vionte Nash,OT,2023,Wake Forest,0.1,0.1
7295,Loic Ngassam Nya,OG,2023,Wake Forest,2.21,2.21
7296,Ryan Smenda,LB,2023,Wake Forest,5.41,5.41
7297,Jermal Martin,CB,2023,Wake Forest,0.78,0.78
7298,Joshua Green,CB,2023,South Florida,0.07,0.07
7299,Jatorian Hansford,DT,2023,South Florida,3.06,3.06
7300,Demetris Harris,OG,2023,South Florida,5.83,5.83
7301,Demontrey Jacobs,OT,2023,South Florida,8.37,8.37
7302,Jacob Raab,LS,2023,Colorado State,1.7,1.7
7303,Greg Laday,CB,2023,Colorado State,4.78,4.78
7304,Dontae Keys,OG,2023,Colorado State,0.86,0.86
7305,Dequan Jackson,LB,2023,Colorado State,6.94,6.94
7306,Brandon Hickerson-Rooks,LB,2023,Colorado State,3.83,3.83
