,Week,Name,Position,Year,Game,Fantasy Points,PassingYards,PassingTDs,Ints,Rush Attempts,Rush Yards,Fumbles,RushTDs,Receptions,Receiving Yards,Receiving TDs
0,1,Saquon Barkley,RB,2022,NYG@TEN,33.00,0,0,0,18,164,0,1,6,30,0
1,1,Jonathan Taylor,RB,2022,IND@HOU,27.00,0,0,0,31,161,0,1,4,14,0
2,1,D'Andre Swift,RB,2022,PHI@DET,26.00,0,0,0,15,144,0,1,3,31,0
3,1,Clyde Edwards-Helaire,RB,2022,KC@ARI,22.00,0,0,0,7,42,0,0,3,32,2
4,1,Kareem Hunt,RB,2022,CLE@CAR,22.00,0,0,0,11,46,0,1,4,24,1
5,1,Cordarrelle Patterson,RB,2022,NO@ATL,22.00,0,0,0,22,120,0,1,3,16,0
6,1,Dontrell Hilliard,RB,2022,NYG@TEN,21.00,0,0,0,2,8,0,0,3,61,2
7,1,Joe Mixon,RB,2022,PIT@CIN,21.00,0,0,0,27,82,0,0,7,63,0
8,1,Javonte Williams,RB,2022,DEN@SEA,20.00,0,0,0,7,43,1,0,11,65,0
9,1,AJ Dillon,RB,2022,GB@MIN,19.00,0,0,0,10,45,0,1,5,46,0
10,1,Antonio Gibson,RB,2022,JAX@WAS,19.00,0,0,0,14,58,0,0,7,72,0
11,1,James Robinson,RB,2022,JAX@WAS,19.00,0,0,0,11,66,0,1,1,3,1
12,1,Michael Carter,RB,2022,BAL@NYJ,17.00,0,0,0,10,60,0,0,7,40,0
13,1,Miles Sanders,RB,2022,PHI@DET,17.00,0,0,0,13,96,0,1,2,9,0
14,1,Nick Chubb,RB,2022,CLE@CAR,15.00,0,0,0,22,141,0,0,1,2,0
15,1,James Conner,RB,2022,KC@ARI,15.00,0,0,0,10,26,0,1,5,29,0
16,1,Leonard Fournette,RB,2022,TB@DAL,15.00,0,0,0,21,127,0,0,2,10,0
17,1,Christian McCaffrey,RB,2022,CLE@CAR,15.00,0,0,0,10,33,0,1,4,24,0
18,1,Jamaal Williams,RB,2022,PHI@DET,15.00,0,0,0,11,28,0,2,1,2,0
19,1,Dalvin Cook,RB,2022,GB@MIN,13.00,0,0,0,20,90,0,0,3,18,0
20,1,Rex Burkhead,RB,2022,IND@HOU,12.00,0,0,0,14,40,0,0,5,30,0
21,1,Isiah Pacheco,RB,2022,KC@ARI,12.00,0,0,0,12,62,0,1,0,0,0
22,1,Kenny Gainwell,RB,2022,PHI@DET,11.00,0,0,0,5,20,0,1,2,12,0
23,1,Darrell Henderson,RB,2022,BUF@LA,11.00,0,0,0,13,47,0,0,5,26,0
24,1,Khalil Herbert,RB,2022,SF@CHI,11.00,0,0,0,9,45,0,1,1,-2,0
25,1,Nyheim Hines,RB,2022,IND@HOU,11.00,0,0,0,3,4,0,0,6,50,0
26,1,Brandon Bolden,RB,2022,LV@LAC,10.00,0,0,0,3,7,0,0,2,21,1
27,1,Chase Edmonds,RB,2022,NE@MIA,10.00,0,0,0,12,25,0,0,4,40,0
28,1,Austin Ekeler,RB,2022,LV@LAC,10.00,0,0,0,14,36,0,0,4,36,0
29,1,Breece Hall,RB,2022,BAL@NYJ,10.00,0,0,0,6,23,1,0,6,38,0
30,1,Najee Harris,RB,2022,PIT@CIN,10.00,0,0,0,10,23,0,0,2,3,1
31,1,Aaron Jones,RB,2022,GB@MIN,9.00,0,0,0,5,49,0,0,3,27,0
32,1,Eno Benjamin,RB,2022,KC@ARI,8.00,0,0,0,4,28,0,0,3,33,0
33,1,Derrick Henry,RB,2022,NYG@TEN,8.00,0,0,0,21,82,0,0,0,0,0
34,1,Alexander Horvath,RB,2022,LV@LAC,8.00,0,0,0,1,2,0,0,2,6,1
35,1,Zack Moss,RB,2022,BUF@LA,8.00,0,0,0,6,15,1,0,6,21,0
36,1,Rashaad Penny,RB,2022,DEN@SEA,8.00,0,0,0,12,60,0,0,2,7,0
37,1,Andrew Beck,RB,2022,DEN@SEA,7.00,0,0,0,0,0,0,0,2,52,0
38,1,Travis Etienne,RB,2022,JAX@WAS,7.00,0,0,0,4,47,0,0,2,18,0
39,1,Melvin Gordon,RB,2022,DEN@SEA,7.00,0,0,0,12,58,1,0,2,14,0
40,1,Damien Harris,RB,2022,NE@MIA,7.00,0,0,0,9,48,0,0,2,10,0
41,1,Josh Jacobs,RB,2022,LV@LAC,7.00,0,0,0,10,57,0,0,1,16,0
42,1,Jerick McKinnon,RB,2022,KC@ARI,7.00,0,0,0,4,22,0,0,3,27,0
43,1,J.D. McKissic,RB,2022,JAX@WAS,7.00,0,0,0,3,8,0,0,3,20,0
44,1,David Montgomery,RB,2022,SF@CHI,7.00,0,0,0,17,26,0,0,3,24,0
45,1,Chris Myarick,RB,2022,NYG@TEN,7.00,0,0,0,0,0,0,0,1,1,1
46,1,Boston Scott,RB,2022,PHI@DET,7.00,0,0,0,4,10,0,1,0,0,0
47,1,Devin Singletary,RB,2022,BUF@LA,7.00,0,0,0,8,48,0,0,2,14,0
48,1,Ezekiel Elliott,RB,2022,TB@DAL,6.00,0,0,0,10,52,0,0,1,-3,0
49,1,Alvin Kamara,RB,2022,NO@ATL,6.00,0,0,0,9,39,0,0,3,7,0
50,1,Samaje Perine,RB,2022,PIT@CIN,6.00,0,0,0,1,4,0,0,3,33,0
51,1,Kenyan Drake,RB,2022,BAL@NYJ,5.00,0,0,0,11,31,0,0,1,15,0
52,1,Joshua Kelley,RB,2022,LV@LAC,5.00,0,0,0,4,21,0,0,2,14,0
53,1,Elijah Mitchell,RB,2022,SF@CHI,4.00,0,0,0,6,41,0,0,0,0,0
54,1,Dameon Pierce,RB,2022,IND@HOU,4.00,0,0,0,11,33,0,0,1,6,0
55,1,Rhamondre Stevenson,RB,2022,NE@MIA,4.00,0,0,0,8,25,0,0,2,2,0
56,1,Jeffery Wilson,RB,2022,SF@CHI,4.00,0,0,0,9,22,0,0,2,8,0
57,1,Alexander Mattison,RB,2022,GB@MIN,3.00,0,0,0,8,36,0,0,0,0,0
58,1,Raheem Mostert,RB,2022,NE@MIA,3.00,0,0,0,5,16,0,0,1,16,0
59,1,Tony Pollard,RB,2022,TB@DAL,3.00,0,0,0,6,8,0,0,2,14,0
60,1,Rachaad White,RB,2022,TB@DAL,3.00,0,0,0,6,14,0,0,2,7,0
61,1,Matt Breida,RB,2022,NYG@TEN,2.00,0,0,0,5,24,0,0,0,0,0
62,1,Justice Hill,RB,2022,BAL@NYJ,2.00,0,0,0,2,4,0,0,2,7,0
63,1,Mark Ingram,RB,2022,NO@ATL,2.00,0,0,0,4,22,1,0,1,1,0
64,1,Mike Boone,RB,2022,DEN@SEA,1.00,0,0,0,0,0,0,0,1,2,0
65,1,Mike Davis,RB,2022,BAL@NYJ,1.00,0,0,0,2,11,0,0,0,0,0
66,1,Troy Hairston,RB,2022,IND@HOU,1.00,0,0,0,0,0,0,0,1,5,0
67,1,C.J. Ham,RB,2022,GB@MIN,1.00,0,0,0,0,0,0,0,1,6,0
68,1,Alec Ingold,RB,2022,NE@MIA,1.00,0,0,0,1,2,0,0,1,8,0
69,1,Jakob Johnson,RB,2022,LV@LAC,1.00,0,0,0,0,0,0,0,1,1,0
70,1,Sony Michel,RB,2022,LV@LAC,1.00,0,0,0,7,12,0,0,0,0,0
71,1,Patrick Ricard,RB,2022,BAL@NYJ,1.00,0,0,0,0,0,0,0,1,7,0
72,1,Avery Williams,RB,2022,NO@ATL,1.00,0,0,0,2,7,0,0,1,8,0
73,1,Cam Akers,RB,2022,BUF@LA,0.00,0,0,0,3,0,0,0,0,0,0
74,1,D'Onta Foreman,RB,2022,CLE@CAR,0.00,0,0,0,2,5,0,0,0,0,0
75,1,Travis Homer,RB,2022,DEN@SEA,0.00,0,0,0,1,2,0,0,0,0,0
76,1,Chuba Hubbard,RB,2022,CLE@CAR,0.00,0,0,0,1,3,0,0,0,0,0
77,1,Jaylen Warren,RB,2022,PIT@CIN,0.00,0,0,0,3,7,0,0,0,0,0
78,1,Damien Williams,RB,2022,NO@ATL,0.00,0,0,0,2,2,0,0,0,0,0
79,1,James Cook,RB,2022,BUF@LA,-1.00,0,0,0,1,2,1,0,0,0,0
80,2,Nick Chubb,RB,2022,NYJ@CLE,31.00,0,0,0,17,87,0,3,3,26,0
81,2,Aaron Jones,RB,2022,CHI@GB,31.00,0,0,0,15,132,0,1,3,38,1
82,2,Tony Pollard,RB,2022,CIN@DAL,19.00,0,0,0,9,43,0,1,4,55,0
83,2,Austin Ekeler,RB,2022,LAC@KC,17.00,0,0,0,14,39,0,0,9,55,0
84,2,Damien Harris,RB,2022,NE@PIT,16.00,0,0,0,15,71,0,1,2,16,0
85,2,Christian McCaffrey,RB,2022,CAR@NYG,16.00,0,0,0,15,102,0,0,4,26,0
86,2,D'Andre Swift,RB,2022,WAS@DET,16.00,0,0,0,5,56,0,0,2,31,1
87,2,Clyde Edwards-Helaire,RB,2022,LAC@KC,15.00,0,0,0,8,74,0,0,4,44,0
88,2,David Montgomery,RB,2022,CHI@GB,15.00,0,0,0,15,122,0,0,2,14,0
89,2,James Robinson,RB,2022,IND@JAX,15.00,0,0,0,23,64,0,1,2,14,0
90,2,Breece Hall,RB,2022,NYJ@CLE,13.00,0,0,0,7,50,0,0,1,10,1
91,2,Najee Harris,RB,2022,NE@PIT,13.00,0,0,0,15,49,0,0,5,40,0
92,2,Darrel Williams,RB,2022,ARI@LV,13.00,0,0,0,8,59,0,1,2,3,0
93,2,J.D. McKissic,RB,2022,WAS@DET,12.00,0,0,0,3,9,0,0,7,54,0
94,2,Saquon Barkley,RB,2022,CAR@NYG,11.00,0,0,0,21,72,0,0,3,16,0
95,2,Antonio Gibson,RB,2022,WAS@DET,11.00,0,0,0,14,28,0,1,2,13,0
96,2,Miles Sanders,RB,2022,MIN@PHI,11.00,0,0,0,17,80,0,0,3,6,0
97,2,Jeffery Wilson,RB,2022,SEA@SF,11.00,0,0,0,18,84,0,0,2,19,0
98,2,Darrell Henderson,RB,2022,ATL@LA,10.00,0,0,0,10,47,0,1,0,0,0
99,2,Joe Mixon,RB,2022,CIN@DAL,10.00,0,0,0,19,57,0,0,3,26,0
100,2,Raheem Mostert,RB,2022,MIA@BAL,10.00,0,0,0,11,51,0,0,3,28,0
101,2,Michael Carter,RB,2022,NYJ@CLE,9.00,0,0,0,7,23,0,0,5,27,0
102,2,Reggie Gilliam,RB,2022,TEN@BUF,9.00,0,0,0,0,0,0,0,2,17,1
103,2,Jerick McKinnon,RB,2022,LAC@KC,9.00,0,0,0,4,12,0,0,2,4,1
104,2,Javonte Williams,RB,2022,HOU@DEN,9.00,0,0,0,15,75,0,0,1,10,0
105,2,Eno Benjamin,RB,2022,ARI@LV,8.00,0,0,0,8,31,0,0,3,20,0
106,2,Travis Etienne,RB,2022,IND@JAX,8.00,0,0,0,9,20,0,0,3,33,0
107,2,Leonard Fournette,RB,2022,TB@NO,8.00,0,0,0,24,65,0,0,2,9,0
108,2,Derrick Henry,RB,2022,TEN@BUF,8.00,0,0,0,13,25,0,1,0,0,0
109,2,Kareem Hunt,RB,2022,NYJ@CLE,8.00,0,0,0,13,58,0,0,2,16,0
110,2,Josh Jacobs,RB,2022,ARI@LV,8.00,0,0,0,19,69,0,0,1,12,0
111,2,Cam Akers,RB,2022,ATL@LA,7.00,0,0,0,15,44,0,0,2,18,0
112,2,AJ Dillon,RB,2022,CHI@GB,7.00,0,0,0,18,61,0,0,1,6,0
113,2,Nyheim Hines,RB,2022,IND@JAX,7.00,0,0,0,1,0,0,0,4,37,0
114,2,Travis Homer,RB,2022,SEA@SF,7.00,0,0,0,2,9,0,0,4,33,0
115,2,Alexander Horvath,RB,2022,LAC@KC,7.00,0,0,0,0,0,0,0,1,1,1
116,2,Dameon Pierce,RB,2022,HOU@DEN,7.00,0,0,0,15,69,0,0,1,8,0
117,2,James Conner,RB,2022,ARI@LV,6.00,0,0,0,7,25,0,0,2,26,0
