,Week,Name,Position,Year,Game,Fantasy Points,PassingYards,PassingTDs,Ints,Rush Attempts,Rush Yards,Fumbles,RushTDs,Receptions,Receiving Yards,Receiving TDs
0,1,Aaron Jones,RB,2023,GB@CHI,26.00,0,0,0,9,41,0,1,2,86,1
1,1,Austin Ekeler,RB,2023,MIA@LAC,25.00,0,0,0,16,117,0,1,4,47,0
2,1,Christian McCaffrey,RB,2023,SF@PIT,25.00,0,0,0,22,152,0,1,3,17,0
3,1,Tyler Allgeier,RB,2023,CAR@ATL,23.00,0,0,0,15,75,0,2,3,19,0
4,1,Tony Pollard,RB,2023,DAL@NYG,22.00,0,0,0,14,70,0,2,2,12,0
5,1,Travis Etienne,RB,2023,JAX@IND,20.00,0,0,0,18,77,0,1,5,27,0
6,1,Bijan Robinson,RB,2023,CAR@ATL,19.00,0,0,0,10,56,0,0,6,27,1
7,1,Roschon Johnson,RB,2023,GB@CHI,17.00,0,0,0,5,20,0,1,6,35,0
8,1,Kyren Williams,RB,2023,LA@SEA,17.00,0,0,0,15,52,0,2,0,2,0
9,1,Nick Chubb,RB,2023,CIN@CLE,16.00,0,0,0,18,106,0,0,4,21,0
10,1,Breece Hall,RB,2023,BUF@NYJ,15.00,0,0,0,10,127,0,0,1,20,0
11,1,Joshua Kelley,RB,2023,MIA@LAC,15.00,0,0,0,16,91,0,1,0,0,0
12,1,Rhamondre Stevenson,RB,2023,PHI@NE,14.00,0,0,0,12,25,0,0,6,64,0
13,1,Derrick Henry,RB,2023,TEN@NO,13.00,0,0,0,15,63,0,0,2,56,0
14,1,Alexander Mattison,RB,2023,TB@MIN,13.00,0,0,0,11,34,0,0,3,10,1
15,1,David Montgomery,RB,2023,DET@KC,13.00,0,0,0,21,74,0,1,0,0,0
16,1,Justice Hill,RB,2023,HOU@BAL,12.00,0,0,0,8,9,0,2,0,0,0
17,1,Raheem Mostert,RB,2023,MIA@LAC,12.00,0,0,0,10,37,0,1,2,13,0
18,1,Brian Robinson,RB,2023,ARI@WAS,12.00,0,0,0,19,59,0,0,1,7,1
19,1,Miles Sanders,RB,2023,CAR@ATL,12.00,0,0,0,18,72,1,0,4,26,0
20,1,James Conner,RB,2023,ARI@WAS,11.00,0,0,0,14,62,0,0,5,8,0
21,1,J.K. Dobbins,RB,2023,HOU@BAL,11.00,0,0,0,8,22,0,1,2,15,0
22,1,Kenny Gainwell,RB,2023,PHI@NE,11.00,0,0,0,14,54,0,0,4,20,0
23,1,Samaje Perine,RB,2023,LV@DEN,11.00,0,0,0,8,41,0,0,4,37,0
24,1,Khalil Herbert,RB,2023,GB@CHI,10.00,0,0,0,9,27,0,0,3,37,0
25,1,Kenneth Walker,RB,2023,LA@SEA,10.00,0,0,0,12,64,0,0,4,3,0
26,1,Saquon Barkley,RB,2023,DAL@NYG,9.00,0,0,0,12,51,0,0,3,12,0
27,1,James Cook,RB,2023,BUF@NYJ,9.00,0,0,0,12,46,0,0,4,17,0
28,1,Joe Mixon,RB,2023,CIN@CLE,9.00,0,0,0,13,56,0,0,3,17,0
29,1,Isiah Pacheco,RB,2023,DET@KC,9.00,0,0,0,8,23,0,0,4,31,0
30,1,Javonte Williams,RB,2023,LV@DEN,9.00,0,0,0,13,52,0,0,4,5,0
31,1,Cam Akers,RB,2023,LA@SEA,8.00,0,0,0,22,29,0,1,0,0,0
