,Week,Name,Position,Year,Game,Fantasy Points,PassingYards,PassingTDs,Ints,Rush Attempts,Rush Yards,Fumbles,RushTDs,Receptions,Receiving Yards,Receiving TDs
0,1,Josh Jacobs,RB,2020,LV@CAR,35.00,0,0,0,25,93,0,3,4,46,0
1,1,Ezekiel Elliott,RB,2020,DAL@LA,27.00,0,0,0,22,96,0,1,3,31,1
2,1,Christian McCaffrey,RB,2020,LV@CAR,27.00,0,0,0,23,97,0,2,3,38,0
3,1,Nyheim Hines,RB,2020,IND@JAX,26.00,0,0,0,7,28,0,1,8,45,1
4,1,Malcolm Brown,RB,2020,DAL@LA,25.00,0,0,0,18,79,0,2,3,31,0
5,1,Chris Carson,RB,2020,SEA@ATL,24.00,0,0,0,6,21,0,0,6,45,2
6,1,Raheem Mostert,RB,2020,ARI@SF,24.00,0,0,0,15,56,0,0,4,95,1
7,1,Alvin Kamara,RB,2020,TB@NO,23.00,0,0,0,12,16,0,1,5,51,1
8,1,Dalvin Cook,RB,2020,GB@MIN,22.00,0,0,0,12,50,0,2,1,-2,0
9,1,Clyde Edwards-Helaire,RB,2020,HOU@KC,19.00,0,0,0,25,138,0,1,0,0,0
10,1,David Johnson,RB,2020,HOU@KC,19.00,0,0,0,11,77,0,1,3,32,0
11,1,Aaron Jones,RB,2020,GB@MIN,17.00,0,0,0,16,66,0,1,4,10,0
12,1,Melvin Gordon,RB,2020,TEN@DEN,15.00,0,0,0,15,78,1,1,3,8,0
13,1,Derrick Henry,RB,2020,TEN@DEN,15.00,0,0,0,31,116,0,0,3,15,0
14,1,Peyton Barber,RB,2020,PHI@WAS,14.00,0,0,0,17,29,0,2,0,0,0
15,1,J.K. Dobbins,RB,2020,CLE@BAL,14.00,0,0,0,7,22,0,2,0,0,0
16,1,Kenyan Drake,RB,2020,ARI@SF,14.00,0,0,0,16,60,0,1,2,5,0
17,1,Adrian Peterson,RB,2020,CHI@DET,14.00,0,0,0,14,93,0,0,3,21,0
18,1,Jonathan Taylor,RB,2020,IND@JAX,14.00,0,0,0,9,22,0,0,6,67,0
19,1,Todd Gurley,RB,2020,SEA@ATL,13.00,0,0,0,14,56,0,1,2,1,0
20,1,Jerick McKinnon,RB,2020,ARI@SF,13.00,0,0,0,3,24,0,0,3,20,1
21,1,Saquon Barkley,RB,2020,PIT@NYG,12.00,0,0,0,15,6,0,0,6,60,0
22,1,Chase Edmonds,RB,2020,ARI@SF,12.00,0,0,0,6,26,0,0,3,19,1
23,1,Joshua Kelley,RB,2020,LAC@CIN,12.00,0,0,0,12,60,0,1,0,0,0
24,1,Alexander Mattison,RB,2020,GB@MIN,12.00,0,0,0,6,50,0,0,4,30,0
25,1,Kareem Hunt,RB,2020,CLE@BAL,11.00,0,0,0,13,72,0,0,4,9,0
26,1,Zack Moss,RB,2020,NYJ@BUF,11.00,0,0,0,9,11,0,0,3,16,1
27,1,Benjamin Snell,RB,2020,PIT@NYG,11.00,0,0,0,19,113,0,0,0,0,0
28,1,Myles Gaskin,RB,2020,MIA@NE,10.00,0,0,0,9,40,0,0,4,26,0
29,1,Devin Singletary,RB,2020,NYJ@BUF,10.00,0,0,0,9,30,0,0,5,23,0
30,1,D'Andre Swift,RB,2020,CHI@DET,10.00,0,0,0,3,8,0,1,3,15,0
31,1,Josh Adams,RB,2020,NYJ@BUF,9.00,0,0,0,2,8,0,1,2,14,0
32,1,Austin Ekeler,RB,2020,LAC@CIN,9.00,0,0,0,19,84,0,0,1,3,0
33,1,Ronald Jones II,RB,2020,TB@NO,9.00,0,0,0,17,66,0,0,2,16,0
34,1,Sony Michel,RB,2020,MIA@NE,9.00,0,0,0,10,37,0,1,0,0,0
35,1,James Robinson,RB,2020,IND@JAX,9.00,0,0,0,16,62,0,0,1,28,0
36,1,Carlos Hyde,RB,2020,SEA@ATL,8.00,0,0,0,7,23,0,1,0,0,0
37,1,Marlon Mack,RB,2020,IND@JAX,8.00,0,0,0,4,26,0,0,3,30,0
38,1,David Montgomery,RB,2020,CHI@DET,8.00,0,0,0,13,64,0,0,1,10,0
39,1,James White,RB,2020,MIA@NE,8.00,0,0,0,5,22,0,0,3,30,0
40,1,Jamaal Williams,RB,2020,GB@MIN,8.00,0,0,0,7,21,0,0,4,21,0
41,1,Devontae Booker,RB,2020,LV@CAR,7.00,0,0,0,4,29,0,0,3,23,0
42,1,Le'Veon Bell,RB,2020,NYJ@BUF,6.00,0,0,0,6,14,0,0,2,32,0
43,1,Giovani Bernard,RB,2020,LAC@CIN,6.00,0,0,0,1,7,0,0,4,21,0
44,1,Nick Chubb,RB,2020,CLE@BAL,6.00,0,0,0,10,60,1,0,1,6,0
45,1,Tarik Cohen,RB,2020,CHI@DET,6.00,0,0,0,7,41,0,0,2,6,0
46,1,Jordan Howard,RB,2020,MIA@NE,6.00,0,0,0,8,7,0,1,0,0,0
47,1,Joe Mixon,RB,2020,LAC@CIN,6.00,0,0,0,19,69,1,0,1,2,0
