,Week,Name,Position,Year,Game,Fantasy Points,PassingYards,PassingTDs,Ints,Rush Attempts,Rush Yards,Fumbles,RushTDs,Receptions,Receiving Yards,Receiving TDs
0,1,Sammy Watkins,WR,2019,KC@JAX,46.00,0,0,0,0,0,0,0,9,198,3
1,1,DeSean Jackson,WR,2019,WAS@PHI,35.00,0,0,0,0,0,0,0,8,154,2
2,1,John Ross,WR,2019,CIN@SEA,34.00,0,0,0,0,0,0,0,7,158,2
3,1,DeAndre Hopkins,WR,2019,HOU@NO,31.00,0,0,0,0,0,0,0,8,111,2
4,1,Marquise Brown,WR,2019,BAL@MIA,30.00,0,0,0,0,0,0,0,4,147,2
5,1,T.Y. Hilton,WR,2019,IND@LAC,28.00,0,0,0,0,0,0,0,8,87,2
6,1,Keenan Allen,WR,2019,IND@LAC,26.00,0,0,0,0,0,0,0,8,123,1
7,1,John Brown,WR,2019,BUF@NYJ,25.00,0,0,0,0,0,0,0,7,123,1
8,1,Phillip Dorsett,WR,2019,PIT@NE,25.00,0,0,0,0,0,0,0,4,95,2
9,1,Larry Fitzgerald,WR,2019,DET@ARI,25.00,0,0,0,0,0,0,0,8,113,1
10,1,D.J. Chark,WR,2019,KC@JAX,24.00,0,0,0,0,0,0,0,4,146,1
11,1,Danny Amendola,WR,2019,DET@ARI,23.00,0,0,0,0,0,0,0,7,104,1
12,1,Jamison Crowder,WR,2019,BUF@NYJ,23.00,0,0,0,1,4,0,0,14,99,0
13,1,Terry McLaurin,WR,2019,WAS@PHI,23.00,0,0,0,0,0,0,0,5,125,1
14,1,Amari Cooper,WR,2019,NYG@DAL,22.00,0,0,0,0,0,0,0,6,106,1
15,1,Michael Gallup,WR,2019,NYG@DAL,22.00,0,0,0,0,0,0,0,7,158,0
16,1,Michael Thomas,WR,2019,HOU@NO,22.00,0,0,0,0,0,0,0,10,123,0
17,1,Tyrell Williams,WR,2019,DEN@OAK,22.00,0,0,0,0,0,0,0,6,105,1
18,1,Chris Conley,WR,2019,KC@JAX,21.00,0,0,0,0,0,0,0,6,97,1
19,1,Alshon Jeffery,WR,2019,WAS@PHI,21.00,0,0,0,1,2,0,1,5,49,1
20,1,Emmanuel Sanders,WR,2019,DEN@OAK,19.00,0,0,0,0,0,0,0,5,86,1
21,1,Courtland Sutton,WR,2019,DEN@OAK,19.00,0,0,0,0,0,0,0,7,120,0
22,1,Ted Ginn Jr.,WR,2019,HOU@NO,17.00,0,0,0,0,0,0,0,7,101,0
23,1,Allen Robinson,WR,2019,GB@CHI,17.00,0,0,0,0,0,0,0,7,102,0
24,1,Randall Cobb,WR,2019,NYG@DAL,16.00,0,0,0,0,0,0,0,4,69,1
25,1,Josh Gordon,WR,2019,PIT@NE,16.00,0,0,0,0,0,0,0,3,73,1
26,1,Calvin Ridley,WR,2019,ATL@MIN,16.00,0,0,0,0,0,0,0,4,64,1
27,1,Robert Woods,WR,2019,LA@CAR,16.00,0,0,0,2,16,0,0,8,70,0
28,1,Julian Edelman,WR,2019,PIT@NE,15.00,32,0,0,1,8,0,0,6,83,0
29,1,Julio Jones,WR,2019,ATL@MIN,15.00,0,0,0,0,0,0,0,6,31,1
30,1,Odell Beckham Jr.,WR,2019,TEN@CLE,14.00,0,0,0,0,0,0,0,7,71,0
31,1,Tyler Boyd,WR,2019,CIN@SEA,14.00,0,0,0,1,3,0,0,8,60,0
32,1,Chris Godwin,WR,2019,SF@TB,14.00,0,0,0,0,0,0,0,3,53,1
33,1,Kenny Golladay,WR,2019,DET@ARI,14.00,0,0,0,0,0,0,0,4,42,1
34,1,Dede Westbrook,WR,2019,KC@JAX,14.00,0,0,0,1,2,0,0,5,30,1
35,1,A.J. Brown,WR,2019,TEN@CLE,13.00,0,0,0,0,0,0,0,3,100,0
36,1,D.J. Moore,WR,2019,LA@CAR,13.00,0,0,0,0,0,1,0,7,76,0
37,1,Trey Quinn,WR,2019,WAS@PHI,13.00,0,0,0,0,0,0,0,4,33,1
38,1,JuJu Smith-Schuster,WR,2019,PIT@NE,13.00,0,0,0,0,0,0,0,6,78,0
39,1,Adam Thielen,WR,2019,ATL@MIN,13.00,0,0,0,0,0,0,0,3,43,1
40,1,D.K. Metcalf,WR,2019,CIN@SEA,12.00,0,0,0,0,0,0,0,4,89,0
41,1,Willie Snead,WR,2019,BAL@MIA,12.00,0,0,0,0,0,0,0,2,41,1
42,1,Kenny Stills,WR,2019,HOU@NO,12.00,0,0,0,0,0,0,0,3,37,1
43,1,Cooper Kupp,WR,2019,LA@CAR,11.00,0,0,0,0,0,0,0,7,46,0
44,1,Jarvis Landry,WR,2019,TEN@CLE,11.00,0,0,0,1,10,0,0,4,67,0
45,1,Tyler Lockett,WR,2019,CIN@SEA,11.00,0,0,0,0,0,0,0,1,44,1
46,1,Preston Williams,WR,2019,BAL@MIA,11.00,0,0,0,0,0,0,0,3,24,1
47,1,Richie James,WR,2019,SF@TB,10.00,0,0,0,0,0,0,0,1,39,1
48,1,Christian Kirk,WR,2019,DET@ARI,10.00,0,0,0,1,12,0,0,4,32,0
49,1,Cody Latimer,WR,2019,NYG@DAL,10.00,0,0,0,0,0,0,0,3,74,0
50,1,DeVante Parker,WR,2019,BAL@MIA,10.00,0,0,0,0,0,0,0,3,75,0
51,1,Mohamed Sanu,WR,2019,ATL@MIN,10.00,0,0,0,0,0,0,0,5,57,0
52,1,Sterling Shepard,WR,2019,NYG@DAL,10.00,0,0,0,0,0,0,0,6,42,0
53,1,Tre'Quan Smith,WR,2019,HOU@NO,10.00,0,0,0,0,0,0,0,2,26,1
54,1,Cole Beasley,WR,2019,BUF@NYJ,9.00,0,0,0,0,0,0,0,5,40,0
55,1,Bennie Fowler,WR,2019,NYG@DAL,9.00,0,0,0,0,0,0,0,5,40,0
56,1,KeeSean Johnson,WR,2019,DET@ARI,9.00,0,0,0,0,0,0,0,5,46,0
57,1,Marvin Jones,WR,2019,DET@ARI,9.00,0,0,0,1,4,0,0,4,56,0
58,1,Marquez Valdes-Scantling,WR,2019,GB@CHI,9.00,0,0,0,1,0,0,0,4,52,0
59,1,Damiere Byrd,WR,2019,DET@ARI,8.00,0,0,0,0,0,0,0,4,42,0
60,1,Will Fuller,WR,2019,HOU@NO,8.00,0,0,0,0,0,0,0,2,69,0
61,1,Justin Hardy,WR,2019,ATL@MIN,8.00,0,0,0,0,0,0,0,4,41,0
62,1,Ryan Switzer,WR,2019,PIT@NE,8.00,0,0,0,0,0,0,0,6,29,0
63,1,Davante Adams,WR,2019,GB@CHI,7.00,0,0,0,0,0,0,0,4,36,0
64,1,Miles Boykin,WR,2019,BAL@MIA,7.00,0,0,0,0,0,0,0,1,5,1
65,1,Paul Richardson,WR,2019,WAS@PHI,7.00,0,0,0,0,0,0,0,4,36,0
66,1,James Washington,WR,2019,PIT@NE,7.00,0,0,0,0,0,0,0,2,51,0
67,1,Devin Funchess,WR,2019,IND@LAC,6.00,0,0,0,0,0,0,0,3,32,0
68,1,Rashard Higgins,WR,2019,TEN@CLE,6.00,0,0,0,0,0,0,0,2,46,0
69,1,Curtis Samuel,WR,2019,LA@CAR,6.00,0,0,0,0,0,0,0,3,32,0
70,1,Damion Willis,WR,2019,CIN@SEA,6.00,0,0,0,0,0,0,0,3,30,0
71,1,Deon Cain,WR,2019,IND@LAC,5.00,0,0,0,0,0,0,0,2,35,0
72,1,Robbie Chosen,WR,2019,BUF@NYJ,5.00,0,0,0,0,0,0,0,3,23,0
73,1,Brandin Cooks,WR,2019,LA@CAR,5.00,0,0,0,0,0,0,0,2,39,0
74,1,Stefon Diggs,WR,2019,ATL@MIN,5.00,0,0,0,0,0,0,0,2,37,0
75,1,Alex Erickson,WR,2019,CIN@SEA,5.00,0,0,0,0,0,1,0,4,28,0
76,1,Kelvin Harmon,WR,2019,WAS@PHI,5.00,0,0,0,0,0,0,0,2,31,0
77,1,Diontae Johnson,WR,2019,PIT@NE,5.00,0,0,0,0,0,0,0,3,25,0
78,1,Deebo Samuel,WR,2019,SF@TB,5.00,0,0,0,0,0,1,0,3,17,0
79,1,Mike Evans,WR,2019,SF@TB,4.00,0,0,0,0,0,0,0,2,28,0
80,1,Taylor Gabriel,WR,2019,GB@CHI,4.00,0,0,0,0,0,0,0,2,24,0
81,1,Ryan Grant,WR,2019,DEN@OAK,4.00,0,0,0,0,0,0,0,3,16,0
82,1,Mike Williams,WR,2019,IND@LAC,4.00,0,0,0,0,0,0,0,2,29,0
83,1,Nelson Agholor,WR,2019,WAS@PHI,3.00,0,0,0,0,0,0,0,2,11,0
84,1,Travis Benjamin,WR,2019,IND@LAC,3.00,0,0,0,0,0,0,0,2,12,0
85,1,Trevor Davis,WR,2019,GB@CHI,3.00,0,0,0,0,0,0,0,1,28,0
86,1,Tyreek Hill,WR,2019,KC@JAX,3.00,0,0,0,1,5,0,0,2,16,0
87,1,Allen Hurns,WR,2019,BAL@MIA,3.00,0,0,0,0,0,0,0,1,22,0
88,1,Zay Jones,WR,2019,BUF@NYJ,3.00,0,0,0,0,0,0,0,2,18,0
89,1,Jakobi Meyers,WR,2019,PIT@NE,3.00,0,0,0,0,0,0,0,1,22,0
90,1,Donte Moncrief,WR,2019,PIT@NE,3.00,0,0,0,0,0,0,0,3,7,0
91,1,Breshad Perriman,WR,2019,SF@TB,3.00,0,0,0,0,0,0,0,2,10,0
92,1,Damion Ratley,WR,2019,TEN@CLE,3.00,0,0,0,0,0,0,0,2,17,0
93,1,Hunter Renfrow,WR,2019,DEN@OAK,3.00,0,0,0,0,0,0,0,2,13,0
94,1,Albert Wilson,WR,2019,BAL@MIA,3.00,0,0,0,1,1,0,0,2,13,0
95,1,Josh Bellamy,WR,2019,BUF@NYJ,2.00,0,0,0,0,0,0,0,1,15,0
96,1,Russell Gage,WR,2019,ATL@MIN,2.00,0,0,0,1,-1,0,0,1,13,0
97,1,DaeSean Hamilton,WR,2019,DEN@OAK,2.00,0,0,0,0,0,0,0,2,5,0
98,1,Seth Roberts,WR,2019,BAL@MIA,2.00,0,0,0,0,0,0,0,1,10,0
99,1,Jarius Wright,WR,2019,LA@CAR,2.00,0,0,0,0,0,0,0,1,14,0
100,1,Tavon Austin,WR,2019,NYG@DAL,1.00,0,0,0,0,0,0,0,1,8,0
101,1,Chad Beebe,WR,2019,ATL@MIN,1.00,0,0,0,0,0,0,0,1,9,0
102,1,Kendrick Bourne,WR,2019,SF@TB,1.00,0,0,0,0,0,0,0,1,9,0
103,1,Parris Campbell,WR,2019,IND@LAC,1.00,0,0,0,1,7,0,0,1,1,0
104,1,DeAndre Carter,WR,2019,HOU@NO,1.00,0,0,0,0,0,0,0,1,-1,0
105,1,Marquise Goodwin,WR,2019,SF@TB,1.00,0,0,0,0,0,0,0,1,7,0
106,1,Dwayne Harris,WR,2019,DEN@OAK,1.00,0,0,0,0,0,0,0,1,7,0
107,1,Adam Humphries,WR,2019,TEN@CLE,1.00,0,0,0,0,0,0,0,1,5,0
108,1,Dontrelle Inman,WR,2019,IND@LAC,1.00,0,0,0,0,0,0,0,1,5,0
109,1,Dante Pettis,WR,2019,SF@TB,1.00,0,0,0,0,0,0,0,1,7,0
110,1,Demarcus Robinson,WR,2019,KC@JAX,1.00,0,0,0,0,0,0,0,1,0,0
111,1,Quincy Enunwa,WR,2019,BUF@NYJ,0.00,0,0,0,0,0,1,0,1,-4,0
112,1,Jakeem Grant,WR,2019,BAL@MIA,0.00,0,0,0,0,0,1,0,1,-3,0
113,1,Ty Montgomery,WR,2019,BUF@NYJ,0.00,0,0,0,2,4,0,0,0,0,0
114,1,Jamal Agnew,WR,2019,DET@ARI,-1.00,0,0,0,0,0,1,0,0,0,0
115,2,Demarcus Robinson,WR,2019,KC@OAK,35.00,0,0,0,0,0,0,0,6,172,2
116,2,Odell Beckham Jr.,WR,2019,CLE@NYJ,28.00,0,0,0,0,0,0,0,6,161,1
117,2,Emmanuel Sanders,WR,2019,CHI@DEN,28.00,0,0,0,0,0,0,0,11,98,1
118,2,Julio Jones,WR,2019,PHI@ATL,27.00,0,0,0,0,0,0,0,5,106,2
119,2,Chris Godwin,WR,2019,TB@CAR,26.00,0,0,0,0,0,0,0,8,121,1
120,2,Kenny Golladay,WR,2019,LAC@DET,25.00,0,0,0,0,0,0,0,8,117,1
121,2,Nelson Agholor,WR,2019,PHI@ATL,24.00,0,0,0,0,0,0,0,8,107,1
122,2,Calvin Ridley,WR,2019,PHI@ATL,24.00,0,0,0,0,0,0,0,8,105,1
123,2,Tyler Boyd,WR,2019,SF@CIN,22.00,0,0,0,0,0,0,0,10,122,0
124,2,John Ross,WR,2019,SF@CIN,21.00,0,0,0,0,0,0,0,4,112,1
125,2,Deebo Samuel,WR,2019,SF@CIN,19.00,0,0,0,2,7,0,0,5,86,1
126,2,D.J. Chark,WR,2019,JAX@HOU,18.00,0,0,0,0,0,0,0,7,55,1
127,2,Michael Thomas,WR,2019,NO@LA,18.00,0,0,0,0,0,0,0,10,89,0
128,2,Davante Adams,WR,2019,MIN@GB,17.00,0,0,0,0,0,0,0,7,106,0
129,2,Keenan Allen,WR,2019,LAC@DET,17.00,0,0,0,0,0,0,0,8,98,0
130,2,Christian Kirk,WR,2019,ARI@BAL,17.00,0,0,0,0,0,0,0,6,114,0
131,2,Cooper Kupp,WR,2019,NO@LA,17.00,0,0,0,1,6,0,0,5,120,0
132,2,Tyler Lockett,WR,2019,SEA@PIT,17.00,0,0,0,0,0,0,0,10,79,0
133,2,Terry McLaurin,WR,2019,DAL@WAS,17.00,0,0,0,0,0,0,0,5,62,1
134,2,D.J. Moore,WR,2019,TB@CAR,17.00,0,0,0,0,0,0,0,9,89,0
135,2,Marquise Brown,WR,2019,ARI@BAL,16.00,0,0,0,0,0,0,0,8,86,0
136,2,Brandin Cooks,WR,2019,NO@LA,16.00,0,0,0,1,2,0,0,3,74,1
137,2,Marquise Goodwin,WR,2019,SF@CIN,16.00,0,0,0,0,0,0,0,3,77,1
138,2,Mecole Hardman,WR,2019,KC@OAK,16.00,0,0,0,0,0,0,0,4,61,1
139,2,Devin Smith,WR,2019,DAL@WAS,16.00,0,0,0,0,0,0,0,3,74,1
140,2,Antonio Brown,WR,2019,NE@MIA,15.00,0,0,0,1,5,0,0,4,56,1
141,2,Larry Fitzgerald,WR,2019,ARI@BAL,15.00,0,0,0,0,0,0,0,5,104,0
142,2,D.K. Metcalf,WR,2019,SEA@PIT,15.00,0,0,0,0,0,0,0,3,61,1
143,2,Tyrell Williams,WR,2019,KC@OAK,15.00,0,0,0,0,0,0,0,5,46,1
144,2,John Brown,WR,2019,BUF@NYG,14.00,0,0,0,0,0,0,0,7,72,0
145,2,Amari Cooper,WR,2019,DAL@WAS,14.00,0,0,0,0,0,0,0,4,44,1
146,2,T.Y. Hilton,WR,2019,IND@TEN,14.00,0,0,0,0,0,0,0,4,43,1
147,2,Curtis Samuel,WR,2019,TB@CAR,14.00,0,0,0,1,2,0,0,5,91,0
148,2,JuJu Smith-Schuster,WR,2019,SEA@PIT,13.00,0,0,0,0,0,0,0,5,84,0
149,2,Cole Beasley,WR,2019,BUF@NYG,12.00,0,0,0,0,0,0,0,4,83,0
150,2,Robbie Chosen,WR,2019,CLE@NYJ,12.00,0,0,0,0,0,0,0,4,81,0
151,2,Bennie Fowler,WR,2019,BUF@NYG,12.00,0,0,0,1,20,0,0,5,51,0
152,2,Michael Gallup,WR,2019,DAL@WAS,12.00,0,0,0,0,0,0,0,6,68,0
153,2,T.J. Jones,WR,2019,BUF@NYG,12.00,0,0,0,0,0,0,0,3,38,1
154,2,Isaiah McKenzie,WR,2019,BUF@NYG,12.00,0,0,0,1,4,0,0,2,40,1
155,2,Adam Thielen,WR,2019,MIN@GB,12.00,0,0,0,0,0,0,0,5,75,0
156,2,Geronimo Allison,WR,2019,MIN@GB,11.00,0,0,0,0,0,1,0,4,25,1
157,2,Chris Conley,WR,2019,JAX@HOU,11.00,0,0,0,0,0,0,0,4,73,0
158,2,Mike Williams,WR,2019,LAC@DET,11.00,0,0,0,0,0,0,0,3,83,0
159,2,Damiere Byrd,WR,2019,ARI@BAL,10.00,0,0,0,0,0,0,0,6,45,0
160,2,Stefon Diggs,WR,2019,MIN@GB,10.00,0,0,0,0,0,1,0,1,49,1
161,2,Mike Evans,WR,2019,TB@CAR,10.00,0,0,0,0,0,0,0,4,61,0
162,2,Mack Hollins,WR,2019,PHI@ATL,10.00,0,0,0,0,0,0,0,5,50,0
163,2,Paul Richardson,WR,2019,DAL@WAS,10.00,0,0,0,0,0,0,0,3,16,1
164,2,Sammy Watkins,WR,2019,KC@OAK,10.00,0,0,0,0,0,0,0,6,49,0
165,2,Preston Williams,WR,2019,NE@MIA,10.00,0,0,0,0,0,0,0,4,63,0
166,2,Julian Edelman,WR,2019,NE@MIA,9.00,0,0,0,1,1,0,0,4,51,0
167,2,DeAndre Hopkins,WR,2019,JAX@HOU,9.00,0,0,0,0,0,0,0,5,40,0
168,2,Marvin Jones,WR,2019,LAC@DET,9.00,0,0,0,0,0,0,0,5,43,0
